ScientificName,TaxonRank,Class,Order,Family,Subfamily,Genus,IndividualCount,Primary Habitat,secondary habitat,Temperature,Salinity,Oxygen,Ocean,Country,Main Locality,Locality 1,Locality 2,Locality 3,Locality 4,Station,ObservationDate,ObservationYear,ObservationTime,Latitude,Longitude,DepthInMeters,Mega-Habitat,Habitat2
Chlopsis sp.,Genus,Actinopterygii,Anguilliformes,Chlopsidae,NA,Chlopsis,1, pebble , cobble,8.3988,34.5645,4.203,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Ta'u Unit, Southwest Ridge,,D2-EX1702-02,2017-02-17,2017,20:26:02,-14.29462500,-169.49889000,504.096,island,ridge
Chlopsis sp.,Genus,Actinopterygii,Anguilliformes,Chlopsidae,NA,Chlopsis,1, limestone bedrock , sediment; limestone boulder,6.6772,34.5626,2.1922,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:24:34,0.21240489,-176.48593000,677.055,island,flank
Chlopsis sp.,Genus,Actinopterygii,Anguilliformes,Chlopsidae,NA,Chlopsis,1, limestone bedrock , sediment-covered limestone bedrock,8.4525,34.6281,2.4741,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-06,2017,01:35:51,-0.39369452,-159.96515000,446.076,island,ridge
Chlopsis sp.,Genus,Actinopterygii,Anguilliformes,Chlopsidae,NA,Chlopsis,1, limestone bedrock , sediment-covered limestone bedrock,8.5765,34.6365,2.4322,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-06,2017,01:48:10,-0.39347634,-159.96521000,435.764,island,ridge
Chlopsis sp.,Genus,Actinopterygii,Anguilliformes,Chlopsidae,NA,Chlopsis,1, sediment , limestone cobble; limestone boulder; limestone bedrock,9.3829,34.6626,1.0464,North Pacific Ocean,USA,Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Palmyra Atoll, Southern Slope,,,D2-EX1705-10,2017-05-12,2017,00:20:35,5.85749900,-162.13303000,359.258,atoll,flank
Chlopsidae,Family,Actinopterygii,Anguilliformes,Chlopsidae,NA,NA,1, cemented bedrock , boulder,10.0716,34.6651,3.8883,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Ta'u Unit, Southwest Ridge,,D2-EX1702-02,2017-02-17,2017,21:50:21,-14.29364700,-169.49982000,450.553,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , limestone pebble; limestone cobble; limestone boulder; bedrock,4.9356,34.3945,1.7935,North Pacific Ocean,USA,Wake Island Unit of the Pacific Remote Islands Marine National Monument, Wake Island, North,,,D2-EX1606-08,2016-08-10,2016,02:55:10,19.33070600,166.60323000,800.117,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment,5.0407,34.3788,1.7606,North Pacific Ocean,USA,Wake Island Unit of the Pacific Remote Islands Marine National Monument, Wake Island, North,,,D2-EX1606-08,2016-08-10,2016,03:10:05,19.33059000,166.60364000,771.162,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.7115,34.4445,4.8904,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-24,2017,23:13:02,-14.21465500,-169.06013000,707.607,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,2, pillow lava formation of basalt bedrock , sediment,5.6519,34.446,4.8625,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-24,2017,23:47:49,-14.21458800,-169.06040000,705.897,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.682,34.4478,4.8677,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-24,2017,23:53:30,-14.21468300,-169.06053000,703.272,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.6748,34.4476,4.8468,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-24,2017,23:56:51,-14.21456100,-169.06061000,702.555,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.7204,34.4479,4.8551,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,00:08:40,-14.21464500,-169.06062000,702.852,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.5703,34.4465,4.8531,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,02:15:46,-14.21484800,-169.06187000,718.345,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.489,34.4457,4.8295,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,02:42:09,-14.21506300,-169.06178000,722.979,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.4851,34.4415,4.8321,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,02:48:08,-14.21516000,-169.06174000,726.27,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.4632,34.4472,4.8189,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,03:17:56,-14.21560000,-169.06178000,721.629,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, pillow lava formation of basalt bedrock , sediment,5.6426,34.445,4.8574,South Pacific Ocean,USA,American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater,D2-EX1702-09,2017-02-25,2017,03:47:10,-14.21613900,-169.06195000,701.054,seamount,crater
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.5916,34.5586,2.2205,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:14:43,0.21203373,-176.48643000,723.687,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6012,34.5615,2.2166,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:16:57,0.21204303,-176.48643000,723.183,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.5946,34.5642,2.2196,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:19:11,0.21208216,-176.48639000,721.962,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.5938,34.5563,2.2172,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:19:28,0.21207012,-176.48640000,721.789,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.3456,34.5563,2.2607,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:23:18,0.21203800,-176.48637000,720.958,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.5651,34.5584,2.2335,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:52:29,0.21210817,-176.48622000,703.813,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6481,34.5648,2.2077,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:56:15,0.21214555,-176.48619000,699.773,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.666,34.563,2.2294,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,20:59:43,0.21220613,-176.48622000,700.246,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6803,34.5627,2.1835,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:10:58,0.21229929,-176.48608000,689.698,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6734,34.5605,2.2122,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:17:17,0.21232161,-176.48602000,685.68,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6747,34.562,2.1882,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:18:03,0.21235710,-176.48602000,684.997,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6747,34.5609,2.189,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:23:08,0.21244206,-176.48596000,676.567,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6707,34.5613,2.2206,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:29:55,0.21240541,-176.48590000,672.593,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.68,34.561,2.2143,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:35:54,0.21241820,-176.48582000,665.363,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder,6.6706,34.569,2.2105,North Pacific Ocean,USA,Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge,,,D2-EX1703-08,2017-03-15,2017,21:40:11,0.21250744,-176.48581000,659.067,island,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, Cnidaria (dead) , sediment; limestone bedrock / comments,6.1055,34.536,3.0158,South Pacific Ocean,Republic of Kiribati,Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, North of Carondelet Reef, Unnamed Seamount (Maibua),,D2-EX1703-17,2017-03-24,2017,19:25:37,-5.40138670,-173.96141000,746.762,ridge seamount,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; cobble with manganese crust; basalt bedrock with manganese crust,4.5679,34.532,3.3777,South Pacific Ocean,New Zealand,Tokelau Exclusive Economic Zone, Ufiata Seamount,,,,D2-EX1703-19,2017-03-26,2017,20:33:17,-8.20116700,-172.86646000,954.548,ridge seamount,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , Cnidaria (dead) / comments,5.3158,34.5445,2.5066,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,20:13:43,-0.39965796,-159.96608000,819.848,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , Cnidaria (dead) / comments,5.3993,34.5488,2.4526,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,20:40:34,-0.39938325,-159.96600000,810.822,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , Cnidaria (dead) / comments,5.6648,34.5457,2.4144,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,20:57:43,-0.39907578,-159.96602000,802.869,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , rippled sediment; limestone boulder; limestone bedrock; Cnidaria (dead) / comments,5.7082,34.5451,2.3925,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,21:06:03,-0.39887800,-159.96600000,795.919,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; limestone boulder; Cnidaria (dead) / comments,6.0552,34.5499,2.2256,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,22:23:42,-0.39810410,-159.96587000,754.143,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,2, Cnidaria (dead) , sediment; limestone boulder / comments,6.0751,34.5494,2.2266,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,22:36:39,-0.39784095,-159.96570000,733.54,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, Cnidaria (dead) , sediment / comments,6.2396,34.5532,2.1362,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,22:54:24,-0.39757020,-159.96555000,716.175,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; Cnidaria (dead),6.2344,34.5535,2.1395,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,23:08:49,-0.39720710,-159.96544000,696.562,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment; Cnidaria (dead),6.3146,34.557,2.0908,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,23:18:27,-0.39704663,-159.96542000,686.155,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , limestone cobble; limestone boulder; sediment-covered limestone bedrock; Cnidaria (dead),6.8049,34.5729,1.7064,South Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge,,D2-EX1705-05,2017-05-05,2017,23:41:23,-0.39629330,-159.96548000,655.568,island,ridge
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9839,34.5454,2.6295,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-07,2017,23:04:57,1.08071150,-161.28444000,999.487,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9127,34.5486,2.6507,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-07,2017,23:56:32,1.08067760,-161.28447000,997.472,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9175,34.5478,2.6418,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-07,2017,23:56:43,1.08069310,-161.28447000,997.475,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9108,34.5468,2.6345,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:08:32,1.08042750,-161.28448000,986.936,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9196,34.5463,2.6231,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:11:42,1.08041120,-161.28453000,980.737,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9202,34.5468,2.6198,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:13:45,1.08037780,-161.28453000,980.162,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9269,34.5501,2.6264,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:14:41,1.08037940,-161.28464000,980.226,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9352,34.546,2.6309,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:17:06,1.08041490,-161.28465000,978.233,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9419,34.5461,2.6233,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:19:55,1.08041550,-161.28462000,975.882,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.946,34.546,2.6296,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:23:26,1.08021320,-161.28460000,973.76,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9585,34.5462,2.5996,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:26:16,1.08023170,-161.28473000,971.563,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,4.9818,34.5456,2.6135,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:29:41,1.08016040,-161.28482000,965.412,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, boulder with manganese crust , sediment; bedrock with manganese crust,5.1029,34.5453,2.5471,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,00:38:52,1.07998670,-161.28488000,959.352,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1809,34.5458,2.5153,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:14:21,1.07974370,-161.28532000,935.848,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1724,34.5447,2.5159,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:17:04,1.07969210,-161.28532000,934.095,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1725,34.5447,2.5331,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:20:21,1.07964400,-161.28539000,932.401,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1778,34.5445,2.5301,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:27:55,1.07955930,-161.28549000,922.547,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1805,34.5446,2.5216,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:29:26,1.07954700,-161.28552000,919.382,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.1884,34.541,2.5276,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:41:38,1.07941130,-161.28574000,905.15,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.2387,34.5438,2.4818,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,01:56:30,1.07916900,-161.28620000,879.145,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, bedrock with manganese crust , sediment; boulder with manganese crust,5.465,34.5391,2.4482,North Pacific Ocean,USA,Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit,,,D2-EX1705-07,2017-05-08,2017,02:29:47,1.07837090,-161.28633000,865.306,tablemount,summit
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, limestone bedrock , sediment,8.2652,34.6156,0.5124,North Pacific Ocean,USA,Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Palmyra Atoll, Southern Slope,,,D2-EX1705-10,2017-05-11,2017,21:23:12,5.85557800,-162.13315000,478.329,atoll,flank
Bathycongrus sp.,Genus,Actinopterygii,Anguilliformes,Congridae,Congrinae,Bathycongrus,1, sediment , boulder; man-made fiber object; man-made object / comments,4.859,34.4264,1.3738,North Pacific Ocean,USA,Main Hawaiian Islands, Oahu Island, South,,,D2-EX1708-21,2017-09-29,2017,01:50:56,21.21601700,-158.12268000,791.894,island,flank
